%% LaTeX2e file `NodeLeft.dat'
%% generated by the `filecontents' environment
<<<<<<< Updated upstream
%% from source `tikz/main-figure4' on 2019/06/12.
%%
Time omegaA omegaB effortA effortB pwmA pwmB refOmegaA refOmegaB errorOmegaA errorOmegaB powerA powerB
   0.88110    0.00000    0.00000     0.13756    0.17337    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    1.66478    2.09820
   0.93169    0.00000    0.00000     0.17337    0.17337    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    2.09820    2.09820
   0.98247    0.00000    0.00000     0.13756    0.13756    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    1.66478    1.66478
   1.03317    0.00000    0.00000     0.10174    0.13756    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    1.23919    1.67537
   1.07367    0.00000    0.00000     0.13756    0.20918    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    1.67348    2.54485
   1.12427    0.00000    0.00000     0.10174    0.20918    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    1.23136    2.53163
   1.17516    0.00000    0.00000     0.10174    0.17337    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    1.23136    2.09820
   1.23583    0.00000    0.00000     0.10174    0.17337    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    1.23136    2.09820
   1.28651    0.00000    0.00000     0.13756    0.17337    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    1.66478    2.09820
   1.33735    0.00000    0.00000     0.13756    0.17337    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    1.66478    2.09820
   1.37792    0.00000    0.00000     0.17337    0.17337    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    2.09820    2.09820
   1.42839    0.00000    0.00000     0.13756    0.17337    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    1.66478    2.09820
   1.47890    0.00000    0.00000     0.13756    0.17337    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    1.66478    2.09820
   1.52963    0.00000    0.00000     0.13756    0.17337    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    1.66931    2.10392
   1.57046    0.00000    0.00000     0.13756    0.17337    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    1.67895    2.11606
   1.64136    0.00000    0.00000     0.13756    0.17337    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    1.66478    2.09820
   1.68242    0.00000    0.00000     0.17337    0.17337    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    2.09820    2.09820
   1.73319    0.00000    0.00000     0.13756    0.13756    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    1.66478    1.66478
   1.78397    0.00000    0.00000     0.13756    0.17337    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    1.66478    2.09820
